,side,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15
998,Blue,1,1680.0,1427.0,3788.0,2536.0
1000,Blue,0,940.0,277.0,-158.0,-1300.0
1002,Blue,1,1323.0,1010.0,764.0,1446.0
1004,Blue,0,-651.0,48.0,-1420.0,-1020.0
1006,Blue,1,758.0,912.0,525.0,1105.0
1008,Blue,0,-1510.0,-153.0,-2830.0,-1119.0
1010,Blue,1,3222.0,1041.0,7037.0,4799.0
1012,Blue,1,1694.0,-162.0,3577.0,-98.0
1014,Blue,0,-1266.0,-1118.0,-1464.0,-2216.0
1016,Blue,0,-97.0,-644.0,-42.0,-1360.0
1018,Blue,0,-780.0,-1425.0,-2680.0,-3701.0
1020,Blue,0,1000.0,489.0,1187.0,150.0
1022,Blue,1,-2767.0,-1804.0,-3080.0,-705.0
1024,Blue,0,2705.0,916.0,3515.0,2183.0
1026,Blue,0,-582.0,31.0,-50.0,-483.0
1028,Blue,0,217.0,-451.0,-2019.0,-1481.0
1030,Blue,0,-1860.0,-1137.0,-2279.0,-1142.0
1032,Blue,0,-262.0,643.0,-2119.0,-2162.0
1034,Blue,1,1952.0,1789.0,4724.0,1882.0
1036,Blue,1,1887.0,879.0,4503.0,4094.0
1038,Blue,0,133.0,-126.0,-1780.0,-235.0
1040,Blue,1,1494.0,2971.0,1953.0,3529.0
1042,Blue,0,-1076.0,-524.0,-3712.0,-3135.0
1044,Blue,0,-209.0,620.0,-252.0,342.0
1046,Blue,0,1397.0,1239.0,2639.0,1793.0
1048,Blue,1,575.0,538.0,2700.0,1088.0
1050,Blue,0,152.0,-61.0,355.0,-139.0
1052,Blue,1,952.0,-30.0,584.0,-1459.0
1054,Blue,1,2400.0,1537.0,4784.0,3184.0
1056,Blue,1,1012.0,1001.0,2598.0,1269.0
1058,Blue,0,-2818.0,-818.0,-2746.0,20.0
1060,Blue,0,-427.0,-401.0,1548.0,-117.0
1062,Blue,1,496.0,797.0,49.0,-1074.0
1064,Blue,0,-230.0,-48.0,-1462.0,10.0
1066,Blue,1,-212.0,-270.0,2196.0,1395.0
1068,Blue,0,2158.0,827.0,2589.0,807.0
1070,Blue,1,790.0,401.0,450.0,-516.0
1072,Blue,1,-1041.0,-1589.0,-1220.0,-1507.0
1074,Blue,1,725.0,1012.0,319.0,-1015.0
1076,Blue,1,1743.0,1835.0,3278.0,2758.0
1078,Blue,0,1118.0,1440.0,1588.0,797.0
1080,Blue,0,1885.0,631.0,-17.0,-2017.0
1082,Blue,0,-1157.0,-990.0,-2898.0,-1397.0
1084,Blue,0,-298.0,62.0,106.0,254.0
1086,Blue,1,-2469.0,-1174.0,-1039.0,185.0
1088,Blue,1,1748.0,1372.0,2139.0,2609.0
1090,Blue,0,-1241.0,-812.0,-2426.0,-807.0
1092,Blue,1,1691.0,1436.0,2382.0,2328.0
1094,Blue,0,-1588.0,-1516.0,-1100.0,21.0
1096,Blue,1,-264.0,-82.0,-2854.0,-1950.0
1098,Blue,1,1066.0,-196.0,2272.0,22.0
1100,Blue,1,1233.0,875.0,1566.0,549.0
1102,Blue,1,-427.0,-48.0,-1667.0,-2941.0
1104,Blue,1,2808.0,1595.0,5746.0,2549.0
1106,Blue,0,-1707.0,-2214.0,-1852.0,-3789.0
1108,Blue,0,-2228.0,-732.0,-2164.0,-580.0
1110,Blue,0,-2657.0,-2040.0,-5710.0,-4995.0
1112,Blue,1,3952.0,2694.0,6970.0,5186.0
1114,Blue,0,-77.0,-712.0,-1101.0,-691.0
1116,Blue,1,1311.0,1022.0,2342.0,-741.0
1118,Blue,0,-940.0,-1733.0,-336.0,-1619.0
1120,Blue,0,-2383.0,-1865.0,-4533.0,-1368.0
1122,Blue,1,367.0,-1185.0,-1117.0,714.0
1124,Blue,0,-507.0,-297.0,-1728.0,-875.0
1126,Blue,1,-828.0,1430.0,756.0,3286.0
1128,Blue,1,1105.0,879.0,3109.0,1893.0
1130,Blue,0,539.0,504.0,171.0,-1416.0
1132,Blue,0,-2429.0,-1000.0,-5588.0,-2052.0
1134,Blue,0,-916.0,-1169.0,-1007.0,1841.0
1136,Blue,1,-446.0,-46.0,-531.0,889.0
1138,Blue,1,262.0,294.0,2654.0,1207.0
1140,Blue,1,3201.0,443.0,4776.0,2542.0
1142,Blue,0,-170.0,-364.0,-1373.0,-1577.0
1144,Blue,1,-77.0,120.0,1431.0,1940.0
1146,Blue,1,762.0,1288.0,-133.0,1147.0
1148,Blue,1,1821.0,2289.0,805.0,-659.0
1150,Blue,1,2615.0,2967.0,6101.0,5088.0
1152,Blue,1,2034.0,-176.0,1731.0,-44.0
1154,Blue,0,-97.0,-603.0,-1817.0,-1186.0
1156,Blue,1,1908.0,1191.0,2775.0,1697.0
1158,Blue,1,984.0,-317.0,305.0,-1003.0
1160,Blue,0,693.0,-111.0,2651.0,-144.0
1162,Blue,0,-1879.0,-624.0,-5017.0,-2202.0
1164,Blue,1,340.0,553.0,1045.0,-133.0
1166,Blue,1,1765.0,1331.0,2887.0,2801.0
1168,Blue,1,-41.0,746.0,451.0,2665.0
1170,Blue,1,553.0,1298.0,3559.0,2537.0
1172,Blue,1,295.0,703.0,2048.0,2403.0
1174,Blue,1,1744.0,2609.0,7252.0,6627.0
1176,Blue,1,-1172.0,-1515.0,-321.0,-2022.0
1178,Blue,0,45.0,94.0,61.0,-370.0
1180,Blue,0,-685.0,-856.0,-2149.0,-1064.0
1182,Blue,1,-1792.0,-1950.0,-3042.0,-1216.0
1184,Blue,1,392.0,606.0,890.0,-57.0
1186,Blue,1,504.0,-118.0,698.0,661.0
1188,Blue,1,2548.0,2290.0,1580.0,1023.0
1190,Blue,1,-1075.0,-83.0,-930.0,776.0
1192,Blue,1,-1207.0,664.0,-2020.0,-889.0
1194,Blue,1,-1474.0,-1652.0,-3002.0,-2289.0
1196,Blue,0,-345.0,-750.0,-1670.0,-2171.0
1198,Blue,0,676.0,596.0,653.0,-1149.0
1200,Blue,0,-1002.0,-471.0,-727.0,185.0
1202,Blue,0,743.0,875.0,2849.0,480.0
1204,Blue,1,799.0,429.0,3892.0,2727.0
1206,Blue,1,1188.0,-516.0,1946.0,402.0
1208,Blue,1,945.0,868.0,1637.0,1089.0
1210,Blue,1,428.0,1207.0,2067.0,1468.0
1212,Blue,1,645.0,688.0,2492.0,2657.0
1214,Blue,0,595.0,912.0,-483.0,556.0
1216,Blue,1,-699.0,-502.0,-703.0,90.0
1218,Blue,1,-396.0,-32.0,-2397.0,-927.0
1220,Blue,0,148.0,-623.0,-1811.0,-2926.0
1222,Blue,1,783.0,-136.0,2252.0,456.0
1224,Blue,0,-955.0,-364.0,-4075.0,-2671.0
1226,Blue,0,82.0,577.0,-2157.0,656.0
1228,Blue,1,-260.0,-43.0,1688.0,2461.0
1230,Blue,0,-1907.0,-1424.0,-1904.0,-1634.0
1232,Blue,0,57.0,-243.0,-671.0,-1883.0
1234,Blue,0,-412.0,73.0,-1716.0,-1244.0
1236,Blue,0,-1582.0,-955.0,-4455.0,-1458.0
1238,Blue,0,-4170.0,-2411.0,-4937.0,-2960.0
1240,Blue,1,437.0,175.0,-111.0,1078.0
1242,Blue,0,-371.0,-1137.0,479.0,-784.0
1244,Blue,0,1146.0,684.0,64.0,-487.0
1246,Blue,0,-560.0,-310.0,521.0,571.0
1248,Blue,0,152.0,-420.0,-1563.0,-2711.0
1250,Blue,0,66.0,-659.0,-1182.0,-2423.0
1252,Blue,0,2493.0,1664.0,3943.0,1363.0
1254,Blue,1,490.0,1040.0,1188.0,2399.0
1256,Blue,0,238.0,-401.0,-217.0,-1057.0
1258,Blue,1,1710.0,1630.0,2663.0,165.0
1260,Blue,0,-1220.0,-628.0,510.0,218.0
1262,Blue,1,1076.0,367.0,2169.0,857.0
1264,Blue,1,49.0,252.0,848.0,462.0
1266,Blue,0,-718.0,-1342.0,-200.0,-1570.0
1268,Blue,1,-891.0,-1633.0,-446.0,-790.0
1270,Blue,0,-2037.0,-2057.0,-3216.0,-1632.0
1272,Blue,1,-628.0,-683.0,-2550.0,-3137.0
1274,Blue,1,341.0,-34.0,835.0,1207.0
1276,Blue,0,117.0,768.0,1656.0,207.0
1278,Blue,1,180.0,-581.0,-147.0,-992.0
1280,Blue,0,4021.0,1037.0,6240.0,772.0
1282,Blue,0,-122.0,9.0,-1739.0,-1236.0
1284,Blue,1,479.0,916.0,2211.0,1075.0
1286,Blue,0,1407.0,-116.0,2325.0,263.0
1288,Blue,1,891.0,835.0,2648.0,1499.0
1290,Blue,1,-720.0,-353.0,1583.0,2284.0
1292,Blue,0,-654.0,-632.0,787.0,-861.0
1294,Blue,1,-1251.0,-87.0,1077.0,1276.0
1296,Blue,1,808.0,-401.0,-245.0,-1934.0
1298,Blue,1,1074.0,392.0,2178.0,116.0
1300,Blue,1,2143.0,2376.0,2637.0,4900.0
1302,Blue,1,556.0,263.0,1344.0,-332.0
1304,Blue,1,465.0,400.0,1372.0,749.0
1306,Blue,1,237.0,601.0,3989.0,3770.0
1308,Blue,1,-1304.0,-717.0,2783.0,2124.0
1310,Blue,0,-1800.0,-1193.0,-3783.0,-2692.0
1312,Blue,1,1102.0,303.0,858.0,-313.0
1314,Blue,1,12.0,76.0,-264.0,134.0
1316,Blue,1,850.0,1296.0,1967.0,-113.0
1318,Blue,1,2678.0,2661.0,5817.0,3142.0
1320,Blue,1,439.0,932.0,3053.0,2371.0
1322,Blue,1,-939.0,-355.0,1983.0,2163.0
1324,Blue,0,366.0,1208.0,-865.0,-736.0
1326,Blue,0,208.0,-39.0,298.0,-955.0
1328,Blue,0,-1301.0,-1202.0,-609.0,-1285.0
1330,Blue,0,-606.0,-1204.0,-2221.0,-2369.0
1332,Blue,1,8.0,-49.0,3532.0,1299.0
1334,Blue,1,672.0,879.0,239.0,1476.0
1336,Blue,0,1054.0,-267.0,1676.0,303.0
1338,Blue,1,2183.0,2426.0,3430.0,3770.0
1340,Blue,0,-516.0,-905.0,-95.0,-1230.0
1342,Blue,0,-3449.0,-2318.0,-8418.0,-5822.0
1344,Blue,0,132.0,166.0,1325.0,859.0
1346,Blue,0,-1151.0,-841.0,-3597.0,-3105.0
1348,Blue,1,114.0,-783.0,1126.0,-1231.0
1350,Blue,1,665.0,1330.0,1111.0,1002.0
1352,Blue,1,556.0,119.0,-940.0,-188.0
1354,Blue,1,-377.0,149.0,-1894.0,-890.0
1356,Blue,0,-2494.0,-2298.0,-6816.0,-5505.0
1358,Blue,1,-52.0,-336.0,-1278.0,168.0
1360,Blue,1,2734.0,1027.0,7733.0,4266.0
1362,Blue,0,-611.0,-594.0,-2143.0,-3857.0
1364,Blue,0,1405.0,646.0,2803.0,3261.0
1366,Blue,0,-542.0,-529.0,-1316.0,-2402.0
1368,Blue,0,-1457.0,-1152.0,-1525.0,-345.0
1370,Blue,0,1223.0,2219.0,-1876.0,1243.0
1372,Blue,0,-1362.0,-281.0,-4882.0,-3975.0
1374,Blue,1,905.0,225.0,1834.0,613.0
1376,Blue,1,2521.0,259.0,5039.0,1532.0
1378,Blue,0,-615.0,-815.0,-3229.0,-1941.0
1380,Blue,0,-3509.0,-1610.0,-2922.0,-2378.0
1382,Blue,0,961.0,740.0,769.0,-134.0
1384,Blue,0,-538.0,-158.0,314.0,-480.0
1386,Blue,1,3484.0,1705.0,-17.0,-2468.0
1388,Blue,1,-1009.0,-1017.0,-770.0,-341.0
1390,Blue,1,43.0,594.0,793.0,844.0
1392,Blue,0,-595.0,-841.0,212.0,-210.0
1394,Blue,0,-2029.0,-2631.0,-5160.0,-2602.0
1396,Blue,0,-833.0,-931.0,818.0,160.0
1398,Blue,1,1286.0,1116.0,1932.0,1399.0
1400,Blue,0,-954.0,-1060.0,-917.0,-1703.0
1402,Blue,1,1267.0,1609.0,1235.0,1147.0
1404,Blue,1,741.0,1477.0,65.0,897.0
1406,Blue,1,-319.0,-515.0,1171.0,35.0
1408,Blue,1,1052.0,-267.0,1123.0,827.0
1410,Blue,1,855.0,107.0,4223.0,2379.0
1412,Blue,1,1426.0,-166.0,4108.0,2946.0
1414,Blue,1,1041.0,1689.0,1796.0,1373.0
1416,Blue,0,-1700.0,-1625.0,-622.0,-1204.0
1418,Blue,0,1854.0,-74.0,-420.0,-2149.0
1420,Blue,0,264.0,247.0,523.0,-1012.0
1422,Blue,1,954.0,-553.0,-25.0,-1433.0
1424,Blue,0,1227.0,1295.0,1720.0,1938.0
1426,Blue,0,52.0,-861.0,-1872.0,-1811.0
1428,Blue,1,649.0,506.0,-471.0,163.0
1430,Blue,0,693.0,-209.0,1819.0,-239.0
1432,Blue,1,1394.0,1266.0,2157.0,642.0
1434,Blue,1,4599.0,1710.0,4063.0,401.0
1436,Blue,0,-2015.0,-1302.0,-6063.0,-4202.0
1438,Blue,0,849.0,-91.0,1855.0,-691.0
1440,Blue,0,-2306.0,-2416.0,-3862.0,-2083.0
1442,Blue,0,-546.0,-466.0,-1021.0,-2135.0
1444,Blue,1,1439.0,853.0,2877.0,1440.0
1446,Blue,1,-153.0,-553.0,-487.0,-592.0
1448,Blue,1,255.0,549.0,621.0,705.0
1450,Blue,1,1875.0,1386.0,6643.0,4717.0
1452,Blue,1,441.0,245.0,1615.0,76.0
1454,Blue,1,1372.0,-407.0,2985.0,-49.0
1456,Blue,1,361.0,-6.0,-199.0,-2765.0
1458,Blue,1,5671.0,3122.0,8331.0,5129.0
1460,Blue,1,-1075.0,-551.0,-381.0,-210.0
1462,Blue,1,761.0,727.0,2937.0,984.0
1464,Blue,1,2056.0,2816.0,2888.0,1478.0
1466,Blue,0,-2368.0,-2461.0,-3711.0,-3032.0
1468,Blue,1,1269.0,1345.0,3198.0,2421.0
1470,Blue,1,1733.0,1628.0,4210.0,2472.0
1472,Blue,1,-577.0,329.0,327.0,1661.0
1474,Blue,0,-581.0,-347.0,-2004.0,-708.0
1476,Blue,0,391.0,1291.0,1548.0,1307.0
1478,Blue,1,1360.0,-37.0,3661.0,-268.0
1480,Blue,1,653.0,485.0,4095.0,3666.0
1482,Blue,1,-1232.0,-1180.0,-1255.0,-1249.0
1484,Blue,0,-2424.0,-710.0,-2706.0,-1144.0
1486,Blue,1,3057.0,2104.0,7403.0,5471.0
1488,Blue,0,-2280.0,-401.0,-3189.0,-947.0
1490,Blue,1,1146.0,755.0,3017.0,3108.0
1492,Blue,0,-891.0,-1164.0,-2139.0,-1624.0
1494,Blue,1,1577.0,2289.0,6741.0,5728.0
1496,Blue,0,-1494.0,-1127.0,-4847.0,-4725.0
1498,Blue,0,-1893.0,-728.0,-3649.0,-2345.0
1500,Blue,1,-1216.0,397.0,-1115.0,348.0
1502,Blue,1,833.0,337.0,2389.0,238.0
1504,Blue,0,-573.0,-1263.0,-403.0,-955.0
1506,Blue,0,-415.0,644.0,763.0,1289.0
1508,Blue,1,745.0,415.0,605.0,430.0
1510,Blue,0,-1579.0,-1767.0,-1420.0,-1077.0
1512,Blue,0,-1885.0,-1192.0,-2922.0,-2361.0
1514,Blue,1,-167.0,135.0,-363.0,-1526.0
1516,Blue,1,596.0,1593.0,2935.0,2223.0
1518,Blue,1,1918.0,2947.0,1731.0,890.0
1520,Blue,0,-2591.0,-1014.0,-5259.0,-1453.0
1522,Blue,1,2199.0,109.0,2787.0,-1242.0
1524,Blue,1,931.0,619.0,3704.0,1898.0
1526,Blue,0,503.0,540.0,1003.0,433.0
1528,Blue,1,590.0,778.0,2038.0,2607.0
1530,Blue,0,-1000.0,-816.0,-1915.0,-1524.0
1532,Blue,1,1296.0,1108.0,3458.0,1771.0
1534,Blue,0,-1374.0,-1774.0,-2855.0,-3118.0
1536,Blue,1,1306.0,1480.0,2457.0,2257.0
1538,Blue,1,-811.0,-14.0,48.0,2517.0
1540,Blue,1,1550.0,1251.0,3964.0,2255.0
1542,Blue,1,168.0,234.0,1039.0,-360.0
1544,Blue,1,-868.0,697.0,3072.0,3344.0
1546,Blue,1,-1671.0,-996.0,-2669.0,-524.0
1548,Blue,1,-574.0,475.0,1598.0,1426.0
1550,Blue,0,-654.0,-1237.0,-37.0,-1034.0
1552,Blue,1,-85.0,177.0,,
1554,Blue,0,437.0,643.0,967.0,803.0
1556,Blue,0,-1402.0,-414.0,-4365.0,-2567.0
1558,Blue,1,-396.0,-649.0,-900.0,-240.0
1560,Blue,1,2605.0,1110.0,4160.0,2165.0
1562,Blue,0,-523.0,-1613.0,-465.0,-2366.0
1564,Blue,1,554.0,1333.0,-456.0,42.0
1566,Blue,1,1415.0,1977.0,3619.0,2866.0
1568,Blue,1,140.0,-989.0,405.0,-1655.0
1570,Blue,1,212.0,-1231.0,1009.0,-1127.0
1572,Blue,0,528.0,1035.0,2015.0,-812.0
1574,Blue,0,-607.0,-449.0,-450.0,33.0
1576,Blue,0,220.0,281.0,-1142.0,-2099.0
1578,Blue,0,-103.0,-502.0,-2191.0,-3343.0
1580,Blue,0,-420.0,139.0,863.0,989.0
1582,Blue,1,-52.0,-179.0,2147.0,1230.0
1584,Blue,0,-33.0,-894.0,-830.0,-2076.0
1586,Blue,0,-1897.0,-2152.0,-6917.0,-4751.0
1588,Blue,0,763.0,66.0,-713.0,-1772.0
1590,Blue,1,-479.0,89.0,688.0,1204.0
1592,Blue,0,-2220.0,-1059.0,-4415.0,62.0
1594,Blue,0,307.0,629.0,924.0,628.0
1596,Blue,0,-3119.0,-2683.0,-5051.0,-4263.0
1598,Blue,1,-116.0,742.0,150.0,1039.0
1600,Blue,1,1297.0,845.0,2994.0,1373.0
1602,Blue,1,-31.0,-324.0,166.0,253.0
1604,Blue,0,-935.0,-1562.0,-5513.0,-3573.0
1606,Blue,0,-611.0,-1587.0,-967.0,550.0
1608,Blue,1,522.0,743.0,1198.0,958.0
1610,Blue,1,-1375.0,-1040.0,-1643.0,-163.0
1612,Blue,1,2144.0,1527.0,4408.0,1436.0
1614,Blue,1,1084.0,1291.0,3413.0,2109.0
1616,Blue,0,-1812.0,-2233.0,-2647.0,-3647.0
1618,Blue,1,1560.0,1376.0,1986.0,1128.0
1620,Blue,1,-302.0,452.0,424.0,1265.0
1622,Blue,1,2454.0,701.0,2395.0,208.0
1624,Blue,1,571.0,2023.0,1137.0,2120.0
1626,Blue,0,1136.0,540.0,77.0,-694.0
1628,Blue,1,-244.0,594.0,-530.0,-746.0
1630,Blue,0,-248.0,325.0,2408.0,837.0
1632,Blue,1,838.0,1178.0,3656.0,2920.0
1634,Blue,0,-586.0,-421.0,-4682.0,-4108.0
1636,Blue,1,40.0,-279.0,-829.0,-1038.0
1638,Blue,1,315.0,286.0,-1340.0,118.0
1640,Blue,1,1184.0,619.0,-288.0,-447.0
1642,Blue,1,972.0,159.0,1535.0,-392.0
1644,Blue,1,-310.0,420.0,506.0,1448.0
1646,Blue,1,113.0,-221.0,410.0,-1540.0
1648,Blue,1,-908.0,1105.0,238.0,3702.0
1650,Blue,0,2357.0,1860.0,2968.0,1956.0
1652,Blue,1,-333.0,-411.0,1886.0,1610.0
1654,Blue,1,985.0,448.0,2835.0,1831.0
1656,Blue,0,-201.0,-717.0,-391.0,-2886.0
1658,Blue,0,984.0,673.0,-977.0,-1920.0
1660,Blue,0,-2341.0,-1337.0,-3857.0,-802.0
1662,Blue,1,1025.0,861.0,2408.0,1153.0
1664,Blue,1,1584.0,214.0,2943.0,-167.0
1666,Blue,1,3715.0,2979.0,5589.0,3969.0
1668,Blue,0,-263.0,-382.0,-1023.0,-2225.0
1670,Blue,1,-968.0,-962.0,-1208.0,-2754.0
1672,Blue,1,-906.0,-770.0,2069.0,1443.0
1674,Blue,0,-907.0,-638.0,-2578.0,-1922.0
1676,Blue,1,187.0,772.0,399.0,-545.0
1678,Blue,0,-857.0,-262.0,-2893.0,-1863.0
1680,Blue,1,-977.0,-1978.0,-4421.0,-3573.0
1682,Blue,1,-229.0,-989.0,-852.0,-3319.0
1684,Blue,0,-490.0,-776.0,739.0,82.0
1686,Blue,1,2451.0,2832.0,5220.0,4343.0
1688,Blue,0,-1196.0,-792.0,-643.0,-1364.0
1690,Blue,1,-1266.0,-632.0,-664.0,-855.0
1692,Blue,0,-365.0,-330.0,-433.0,874.0
1694,Blue,1,1324.0,1488.0,1401.0,858.0
1696,Blue,1,-1731.0,-393.0,-1464.0,2.0
1698,Blue,0,1276.0,165.0,2881.0,255.0
1700,Blue,1,-111.0,592.0,1892.0,-456.0
1702,Blue,1,-1080.0,842.0,-1334.0,2232.0
1704,Blue,0,234.0,8.0,1041.0,720.0
1706,Blue,1,1444.0,1011.0,5182.0,3762.0
1708,Blue,0,414.0,1205.0,-260.0,-1358.0
1710,Blue,1,-125.0,-211.0,958.0,175.0
1712,Blue,1,1458.0,345.0,2930.0,75.0
1714,Blue,1,-1333.0,-878.0,-514.0,-1467.0
1716,Blue,1,673.0,1210.0,2801.0,3189.0
1718,Blue,1,212.0,-233.0,-954.0,-531.0
1720,Blue,0,1026.0,1389.0,2136.0,706.0
1722,Blue,0,-1178.0,-890.0,-217.0,265.0
1724,Blue,0,365.0,498.0,758.0,851.0
1726,Blue,1,1291.0,1854.0,2088.0,2810.0
1728,Blue,0,1060.0,1310.0,2944.0,1600.0
1730,Blue,0,-2880.0,-1300.0,-5224.0,-2857.0
1732,Blue,0,-1686.0,-375.0,-2309.0,123.0
1734,Blue,0,156.0,-52.0,-2369.0,-938.0
1736,Blue,1,927.0,298.0,1262.0,29.0
1738,Blue,0,-816.0,-1138.0,-1433.0,-2797.0
1740,Blue,0,-183.0,-314.0,1187.0,-1177.0
1742,Blue,0,-530.0,-1616.0,-2312.0,-4033.0
1744,Blue,0,-1605.0,-951.0,-6120.0,-5840.0
1746,Blue,0,-1736.0,-1528.0,-2536.0,-553.0
1748,Blue,0,-1144.0,-1493.0,-3017.0,-3087.0
1750,Blue,0,122.0,-655.0,-2186.0,-1974.0
1752,Blue,0,241.0,232.0,2236.0,1988.0
1754,Blue,1,832.0,1376.0,888.0,1013.0
1756,Blue,1,139.0,267.0,-501.0,-876.0
1758,Blue,1,1031.0,622.0,1469.0,-874.0
1760,Blue,1,-1165.0,-589.0,-1157.0,-96.0
1762,Blue,0,-1227.0,-186.0,-2361.0,-335.0
1764,Blue,1,-1755.0,1493.0,-2425.0,-477.0
1766,Blue,1,-93.0,548.0,1158.0,666.0
1768,Blue,1,-307.0,-734.0,-2589.0,-2441.0
1770,Blue,0,-1056.0,-1427.0,-4247.0,-2876.0
1772,Blue,1,1526.0,1006.0,2630.0,1054.0
1774,Blue,1,-357.0,692.0,-213.0,483.0
1776,Blue,0,-1039.0,430.0,-451.0,2520.0
1778,Blue,1,996.0,-715.0,349.0,-1097.0
1780,Blue,1,1148.0,1349.0,339.0,298.0
1782,Blue,1,675.0,1100.0,3767.0,2738.0
1784,Blue,0,181.0,45.0,-175.0,-233.0
1786,Blue,0,-376.0,-364.0,371.0,-1069.0
1788,Blue,1,1020.0,650.0,1463.0,506.0
1790,Blue,1,964.0,1317.0,2311.0,2042.0
1792,Blue,1,-823.0,185.0,-2048.0,31.0
1794,Blue,0,-2401.0,-1701.0,-6131.0,-2154.0
1796,Blue,0,-1063.0,-883.0,-957.0,-964.0
1798,Blue,1,-476.0,-112.0,1190.0,-515.0
1800,Blue,0,172.0,137.0,-541.0,-1377.0
1802,Blue,0,-1038.0,-1147.0,-3587.0,-2967.0
1804,Blue,0,-336.0,-230.0,-971.0,-605.0
1806,Blue,0,1004.0,1038.0,59.0,-809.0
1808,Blue,0,1393.0,478.0,158.0,-1732.0
1810,Blue,0,-366.0,-466.0,1248.0,-339.0
1812,Blue,0,-1526.0,-28.0,-4136.0,-1989.0
1814,Blue,0,1202.0,1854.0,1084.0,2652.0
1816,Blue,1,287.0,226.0,-898.0,688.0
1818,Blue,1,93.0,-52.0,1447.0,-11.0
1820,Blue,0,-3697.0,-2314.0,-5403.0,-2017.0
1822,Blue,0,-317.0,-435.0,1339.0,781.0
1824,Blue,1,1078.0,1220.0,3912.0,3991.0
1826,Blue,1,-401.0,-61.0,-833.0,-1679.0
1828,Blue,0,-1198.0,-1691.0,-3340.0,-2698.0
1830,Blue,0,946.0,1796.0,1214.0,2426.0
1832,Blue,1,-395.0,167.0,1042.0,1813.0
1834,Blue,1,817.0,-289.0,918.0,-1274.0
1836,Blue,1,-966.0,11.0,-2844.0,-2047.0
1838,Blue,0,-1261.0,-673.0,-242.0,256.0
1840,Blue,1,-545.0,-749.0,-719.0,-1597.0
1842,Blue,1,311.0,-1062.0,669.0,-51.0
1844,Blue,0,1405.0,502.0,2331.0,-595.0
1846,Blue,1,-182.0,200.0,1473.0,1359.0
1848,Blue,1,398.0,-34.0,1415.0,572.0
1850,Blue,0,-128.0,-219.0,-1326.0,-373.0
1852,Blue,0,-1401.0,-542.0,-2367.0,-421.0
1854,Blue,0,-1196.0,-130.0,-1667.0,-651.0
1856,Blue,0,-45.0,353.0,-148.0,133.0
1858,Blue,0,-1352.0,-2102.0,-726.0,-943.0
1860,Blue,0,-230.0,-814.0,-218.0,-339.0
1862,Blue,0,-201.0,-89.0,-3062.0,-2316.0
1864,Blue,1,5186.0,2934.0,7554.0,4231.0
1866,Blue,1,5426.0,2435.0,8370.0,4199.0
1868,Blue,1,429.0,604.0,-310.0,-966.0
1870,Blue,1,1700.0,2498.0,4535.0,3732.0
1872,Blue,0,-69.0,-1739.0,-841.0,-2355.0
1874,Blue,1,-488.0,-193.0,-2843.0,-1392.0
1876,Blue,1,48.0,-827.0,801.0,563.0
1878,Blue,1,457.0,-298.0,74.0,60.0
1880,Blue,0,-559.0,-139.0,-682.0,-306.0
1882,Blue,1,610.0,1572.0,2439.0,2410.0
1884,Blue,1,690.0,565.0,2725.0,1665.0
1886,Blue,0,785.0,770.0,889.0,528.0
1888,Blue,1,1156.0,1134.0,3878.0,2792.0
1890,Blue,1,-263.0,-133.0,644.0,839.0
1892,Blue,1,-1301.0,-715.0,-1253.0,-1022.0
1894,Blue,1,-897.0,-1222.0,-953.0,-158.0
1896,Blue,1,3183.0,1671.0,2995.0,1607.0
1898,Blue,1,827.0,852.0,3845.0,3359.0
1900,Blue,1,-53.0,-371.0,-214.0,-1340.0
1902,Blue,1,929.0,797.0,-335.0,690.0
1904,Blue,0,317.0,132.0,1755.0,205.0
1906,Blue,1,-102.0,-75.0,-62.0,453.0
1908,Blue,1,270.0,-323.0,162.0,-401.0
1910,Blue,0,466.0,1305.0,-169.0,885.0
1912,Blue,0,2043.0,-27.0,1784.0,-195.0
1914,Blue,0,-73.0,-316.0,-379.0,-874.0
1916,Blue,0,-764.0,183.0,-1812.0,-89.0
1918,Blue,0,-16.0,-911.0,-310.0,-393.0
1920,Blue,1,647.0,-1243.0,1228.0,1473.0
1922,Blue,1,807.0,-71.0,167.0,-762.0
1924,Blue,0,-1086.0,-968.0,-2698.0,-3461.0
1926,Blue,0,-114.0,1087.0,-1502.0,-200.0
1928,Blue,1,1056.0,556.0,2234.0,287.0
1930,Blue,0,-435.0,-325.0,-2972.0,-2428.0
1932,Blue,1,1351.0,1070.0,2977.0,1483.0
1934,Blue,1,804.0,724.0,-3256.0,-3194.0
1936,Blue,0,37.0,-527.0,698.0,-794.0
1938,Blue,1,5736.0,4349.0,6485.0,4699.0
1940,Blue,1,2934.0,2121.0,5813.0,3180.0
1942,Blue,1,1401.0,222.0,3337.0,905.0
1944,Blue,0,1043.0,1259.0,1092.0,352.0
1946,Blue,0,-1067.0,-1084.0,-801.0,458.0
1948,Blue,0,-683.0,47.0,-78.0,561.0
1950,Blue,1,-553.0,-1663.0,-181.0,-1836.0
1952,Blue,1,3031.0,2045.0,5691.0,2904.0
1954,Blue,0,1267.0,1003.0,33.0,-929.0
1956,Blue,1,503.0,129.0,1198.0,-405.0
1958,Blue,1,73.0,309.0,-290.0,-1349.0
1960,Blue,0,-364.0,-25.0,-4039.0,-2007.0
